NCESSCH,URL,SHARED_URL,NAME1516,ADDRESS1516
360014605815,http://www.hccs-nys.org/,0,HELLENIC CLASSICAL CHARTER SCHOOL," 646 5TH AVE , BROOKLYN NY 11215.0 "
60133213830,http://www.hccts.org/,0,Highlands Community Charter," 1333 Grand Ave. , Sacramento CA 95838.0 "
390012103912,http://www.hcmsa.net/,0,Hamilton Cnty Math & Science," 2675 Civic Center Dr , Cincinnati OH 45231.0 "
360010805640,http://www.hczpromiseacademy.org/,0,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL," 245 W 129TH ST , NEW YORK NY 10027.0 "
63432008306,http://www.hdla.org/,0,Holly Drive Leadership Academy," 4801 Elm St. , San Diego CA 92102.0 "
320048000561,http://www.hdmsreno.com/,0,High Desert Montessori Charter School," 2590 Orovada Street , Reno NV 89512.0 "
360102706234,http://www.healthscienceschool.org/,0,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL," 800 HOME ST-RM 205 , BRONX NY 10456.0 "
370002302090,http://www.healthystartacademy.com/,0,Healthy Start Academy," 807 West Chapel Hill Street , Durham NC 27701.0 "
40010001714,http://www.hearnacademy.org/,0,Hearn Academy  The - A Ball Charter School," 17606 N. 7th Ave , Phoenix AZ 85022.0 "
63429005403,http://www.heatherschool.org/,0,Heather Elementary," 2757 Melendy Dr. , San Carlos CA 94070.0 "
61071013185,http://www.heightscharter.org/,0,The Heights Charter," 2710 Alpine Blvd. Ste. E , Alpine CA 91901.0 "
120108008528,http://www.heightscharterschool.org/,0,HARLEM HEIGHTS COMMUNITY CHARTER SCHOOL," 15570 HAGIE DR , FORT MYERS FL 33908.0 "
480011508239,http://www.heightshs.org/,0,HOUSTON HEIGHTS CHARTER SCHOOL," 1125 LAWRENCE ST , HOUSTON TX 77008.0 "
480011908243,http://www.heightslearning.org/,0,HOUSTON HEIGHTS LEARNING ACADEMY INC," 8787 N HOUSTON ROSSLYN RD BLDG , HOUSTON TX 77088.0 "
360107406336,http://www.heketi.org/,0,HEKETI COMMUNITY CHARTER SCHOOL," 403 CONCORD AVE , BRONX NY 10454.0 "
420082506997,http://www.helenthackston.org/,0,Helen Thackston Charter School," 625 East Philadelphia St. , York PA 17403.0 "
61623002023,http://www.helixcharter.net/,0,Helix High," 7323 Univ Ave. , La Mesa CA 91941.0 "
120087008104,http://www.hendersoncharter.org/,0,HENDERSON HAMMOCK CHARTER SCHOOL," 10322 HENDERSON RD , TAMPA FL 33625.0 "
270033504554,http://www.hennepinelementaryschool.org/,0,HENNEPIN ELEMENTARY SCHOOL," 2123 CLINTON AVE S , MINNEAPOLIS MN 55404.0 "
130282001212,http://www.henry.k12.ga.us/he/,0,Hampton Elementary School," 10 Central Ave , Hampton GA 30228.0 "
360094605936,http://www.henryjohnsoncs.org/,0,HENRY JOHNSON CHARTER SCHOOL," 30 WATERVLIET AVE , ALBANY NY 12206.0 "
480008011493,http://www.heritageacademy.net/,0,HERITAGE ACADEMY OF DEL RIO," 709 B KINGS WAY , DEL RIO TX 78840.0 "
480008008108,http://www.heritageacademy.net/,0,HERITAGE ACADEMY OF WINDCREST," 8750 FOURWINDS DR , WINDCREST TX 78239.0 "
40005300754,http://www.heritageacademyaz.com/,0,Heritage Academy," 32 S. Center , Mesa AZ 85210.0 "
160016101021,http://www.heritagecommunitycharter.com/,0,HERITAGE COMMUNITY CHARTER," 1803 EAST USTICK ROAD , CALDWELL ID 83605.0 "
80291006676,http://www.heritageheightsacademy.org/,0,HERITAGE HEIGHTS ACADEMY," 19697 EAST SMOKY HILL ROAD , CENTENNIAL CO 80015.0 "
40011501617,http://www.hermosaschool.org/,0,Hermosa Montessori Charter," 12051 E. Ft. Lowell , Tucson AZ 85749.0 "
180005802315,http://www.herronhighschool.org/,0,Herron High School," 110 E 16th St , Indianapolis IN 46202.0 "
62271011654,http://www.hesbyoaks.org/,0,Hesby Oaks Leadership Charter," 15530 Hesby St. , Encino CA 91436.0 "
260096108416,http://www.hfaelementary.org/,0,Henry Ford Academy: School for Creative Studies - Elementary," 10225 3rd St , Detroit MI 48202.0 "
270014002719,http://www.hgacademy.org/,0,HIGHER GROUND ACADEMY," 1381 MARSHALL AVE , SAINT PAUL MN 55104.0 "
270014004749,http://www.hgacademy.org/,0,HIGHER GROUND SECONDARY ACADEMY," 1381 MARSHALL AVE , SAINT PAUL MN 55104.0 "
480011812759,http://www.hgaschools.org/,0,HOUSTON GATEWAY ACADEMY - ELITE ACADEMY," 9700 RIVERSTONE , HOUSTON TX 77089.0 "
60861012866,http://www.hgcschool.org,0,Howard Gardner Community Charter," 647 E St. , Chula Vista CA 91910.0 "
240009000234,http://www.hha47.org/,0,Hampstead Hill Academy," 500 S Linwood Ave , Baltimore MD 21224.0 "
480007112104,http://www.hhmontessori.com/,0,HELPING HAND," 3804 AVE B , AUSTIN TX 78751.0 "
420088207549,http://www.hhpa.k12.com/,0,Hill House Passport Academy Charter Scho," 510 Heldman Street , Pittsburgh PA 15219.0 "
120039007454,http://www.hialeaheduacademy.com/,0,CITY OF HIALEAH EDUCATION ACADEMY," 2590 W 76TH ST , HIALEAH FL 33016.0 "
61716005507,http://www.hickmanschools.org/,0,Hickman Charter," 13306 Fourth St. Area B , Hickman CA 95323.0 "
550642000698,http://www.highland.k12.wi.us/,0,Highland Community Elementary," 1030 Cardinal Dr , Highland WI 53543.0 "
550642000699,http://www.highland.k12.wi.us/,0,Highland Community High," 1030 Cardinal Dr , Highland WI 53543.0 "
550642002829,http://www.highland.k12.wi.us/,0,Highland Community Middle," 1030 Cardinal Dr , Highland WI 53543.0 "
550960001847,http://www.highlandcommunityschool.org/,0,Highland Community School," 1706 W Highland Ave , Milwaukee WI 53233.0 "
440003100455,http://www.highlandercharter.org/,0,Highlander Charter," 42 Lexington Avenue , Providence RI 2907.0 "
80336006609,http://www.highlineacademy.org/,0,HIGHLINE ACADEMY NORTHEAST," 19451 EAST MAXWELL PLACE , DENVER CO 80249.0 "
550987002821,http://www.highmarq.org/,0,High Marq Environmental Charter School," 222 Forest Ln , Montello WI 53949.0 "
63432008599,http://www.hightechhigh.org/,0,High Tech High," 2861 Womble Rd. , San Diego CA 92106.0 "
63432008602,http://www.hightechhigh.org/htex/,0,High Tech Elementary Explorer," 2230 Truxtun Rd. 1st Fl. , San Diego CA 92106.0 "
60132212083,http://www.hightechhigh.org/hthcv/,0,High Tech High Chula Vista," 1945 Discovery Falls Dr. , Chula Vista CA 91915.0 "
63432011138,http://www.hightechhigh.org/hthi/,0,High Tech High International," 2855 Farragut Rd. , San Diego CA 92106.0 "
63432011262,http://www.hightechhigh.org/htm/,0,High Tech Middle," 2359 Truxtun Rd. , San Diego CA 92106.0 "
60132212726,http://www.hightechhigh.org/schools/HTECV/,0,High Tech Elementary Chula Vista," 1949 Discovery Falls Dr. , Chula Vista CA 91915.0 "
63432011386,http://www.hightechhigh.org/schools/HTHMA/,0,High Tech High Media Arts," 2230 Truxtun Rd. Third Fl. , San Diego CA 92106.0 "
60132212642,http://www.hightechhigh.org/schools/HTMCV/,0,High Tech Middle Chula Vista," 1949 Discovery Falls Dr. , Chula Vista CA 91915.0 "
63432011155,http://www.hightechhigh.org/schools/HTMMA/,0,High Tech Middle Media Arts," 2230 Truxtun Rd. 2nd Fl. , San Diego CA 92106.0 "
60132212388,http://www.hightechhigh.org/schools/HTMNC/,0,High Tech Middle North County," 1460 W. San Marcos Blvd. , San Marcos CA 92078.0 "
120087008188,http://www.hillsboroughacademy.com/,0,HILLSBOROUGH ACADEMY OF MATH AND SCIENCE," 9659 W WATERS AVE , TAMPA FL 33635.0 "
260014300844,http://www.hillsdaleprep.org/,0,Hillsdale Preparatory School," 160 MECHANIC RD , HILLSDALE MI 49242.0 "
250003100549,http://www.hilltowncharter.org/,0,Hilltown Cooperative Charter Public School," 1 Industrial Parkway , Easthampton MA 1027.0 "
250008301846,http://www.hillviewmontessori.org/,0,Hill View Montessori Charter Public School," 75 Foundation Avenue , Haverhill MA 1835.0 "
69105213123,http://www.hireyouth.org/,0,Orange County Conservation Corps Charter," 1548 E. Walnut Ave. , Fullerton CA 92831.0 "
420001400319,http://www.histcs.org/,0,Harambee Institute of Science and Techno," 640 N 66th St , Philadelphia PA 19151.0 "
120039007572,http://www.hiveprep.org/,0,HIGHLY INQUISITIVE AND VERSATILE EDUCATION (HIVE) PREPARATOR," 5855 NW 171ST ST , MIAMI FL 33015.0 "
60133211916,http://www.hlacharter.org/,0,Higher Learning Academy," 2625 Plover St. , Sacramento CA 95815.0 "
360100306159,http://www.hlacharterschool.org/,0,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL," 2186 MILL AVE , BROOKLYN NY 11234.0 "
340003200302,http://www.hobokencs.org/,0,Hoboken Charter School," 713 Washington St , Hoboken NJ 7030.0 "
390133905468,http://www.hollingworthschool.com/,0,L. Hollingworth School for Talented and Gifted," 653 Miami St , Toledo OH 43605.0 "
260021601165,http://www.hollyacademy.org/,0,Holly Academy," 820 ACADEMY RD , HOLLY MI 48442.0 "
120018004215,http://www.hollywoodcharter.org/,1,HOLLYWOOD ACADEMY OF ARTS & SCIENCE," 1705 VAN BUREN ST , HOLLYWOOD FL 33020.0 "
120018005456,http://www.hollywoodcharter.org/,1,HOLLYWOOD ACADEMY OF ARTS AND SCIENCE MIDDLE SCHOOL," 1705 VAN BUREN ST , HOLLYWOOD FL 33020.0 "
40085403249,http://www.holsteinerschools.com/,0,Holsteiner Agricultural School," 44400 West Honeycutt Rd , Maricopa AZ 85138.0 "
62982004345,http://www.hometech.org/,0,HomeTech Charter," 7126 Skyway , Paradise CA 95969.0 "
410147000343,http://www.honkernet.net/,0,Arlington Community Charter School," 1200 Main St , Arlington OR 97812.0 "
320000100826,http://www.honorsacademyofliterature.org/,0,Honors Academy of Literature," 195 N. Arlington Ave. , Reno NV 89501.0 "
270023003482,http://www.hope-school.org/,0,HOPE COMMUNITY ACADEMY," 720 PAYNE AVENUE , SAINT PAUL MN 55101.0 "
260022901199,http://www.hopeacad.org/,0,Hope Academy," 12121 Broadstreet Ave , Detroit MI 48204.0 "
340007600483,http://www.hopeacademycs.org/,0,Hope Academy Charter School," 601 GRAND AVENUE , ASBURY PARK NJ 7712.0 "
440002700489,http://www.hopeacademyri.org/,0,The Hope Academy," 1000 Eddy Street , Providence RI 2905.0 "
260098808264,http://www.hopeacademywm.org/,0,Hope Academy of West Michigan," 240 Brown Street SE , Grand Rapids MI 49507.0 "
120144005634,http://www.hopecharter.org/legacy/,0,LEGACY HIGH CHARTER," 1550 E CROWN POINT RD , OCOEE FL 34761.0 "
370012402609,http://www.hopecharterschool.org/,0,Hope Charter Leadership Academy," 1116 N Blount Street , Raleigh NC 27604.0 "
420085207384,http://www.hopeforhyndmancs.org/,0,HOPE for Hyndman CS," 130 School Drive , Hyndman PA 15545.0 "
40063603163,http://www.hopehighonline.org/,0,Hope High School Online," 5651 W. Talavi Blvd. , Glendale AZ 85306.0 "
40063603108,http://www.hopehighschool.org/,0,Hope High School," 7620 W. Lower Buckeye Rd. , Phoenix AZ 85043.0 "
260024301213,http://www.hopeofdetroit.com/,0,Hope of Detroit Academy - Elementary," 4443 NORTH CAMPBELL ST , DETROIT MI 48210.0 "
80345006577,http://www.hopeonline.org/,1,HOPE ONLINE LEARNING ACADEMY ELEMENTARY," 373 INVERNESS PARKWAY SUITE 20 , CENTENNIAL CO 80112.0 "
80345006391,http://www.hopeonline.org/,1,HOPE ONLINE LEARNING ACADEMY HIGH SCHOOL," 367 INVERNESS PARKWAY SUITE 22 , CENTENNIAL CO 80112.0 "
80345006578,http://www.hopeonline.org/,1,HOPE ONLINE LEARNING ACADEMY MIDDLE SCHOOL," 373 INVERNESS PARKWAY SUITE 20 , CENTENNIAL CO 80112.0 "
120087004101,http://www.horizoncharter.org/,0,HORIZON CHARTER SCHOOL OF TAMPA," 7235 W HILLSBOROUGH AVE , TAMPA FL 33634.0 "
64214003557,http://www.horizoncharterschools.org/,1,Horizon Charter," 2800 Nicolaus Rd. Ste. 100 , Lincoln CA 95648.0 "
64214012754,http://www.horizoncharterschools.org/,1,Partnerships for Student-Centered Learning," 2800 Nicolaus Rd. Ste. 100 , Lincoln CA 95648.0 "
390044105000,http://www.horizoncincy.org/,0,Horizon Science Academy-Cincinnati," 1055 Laidlaw Ave , Cincinnati OH 45237.0 "
40022501887,http://www.horizonclc.org/,0,Horizon Community Learning Center," 16233 S. 48th St. , Phoenix AZ 85048.0 "
390045405013,http://www.horizondenison.org/,0,Horizon Science Academy-Denison Middle School," 1700 Denison Ave , Cleveland OH 44109.0 "
40092103428,http://www.horizonhonorselementary.org/,0,Horizon Honors Elementary School," 16233 South 48th Street , Phoenix AZ 85048.0 "
390136505544,http://www.horizonlorain.org/,0,Horizon Science Academy Lorain," 760 Tower Blvd , Lorain OH 44052.0 "
390051005220,http://www.horizontoledo.org/,0,Horizon Science Academy Toledo," 2600 W Sylvania Ave , Toledo OH 43613.0 "
390138905567,http://www.horizonyoungstown.org/,0,Horizon Science Academy Youngstown," 3403 Southern Blvd , Youngstown OH 44507.0 "
480007113284,http://www.houstonbehavioralhealth.com/,0,HOUSTON BEHAVIORAL HEALTHCARE," 2801 GESSNER RD , HOUSTON TX 77080.0 "
480141612884,http://www.houstonisd.org/benavidez,0,ARROW ACADEMY - LAS AMERICAS LEARNING CENTER,"5808 RENWICK DR, HOUSTON, TX 77081"
482364011263,http://www.houstonisd.org/Domain/13578,0,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES," 1810 STUART , HOUSTON TX 77004.0 "
482364002431,http://www.houstonisd.org/Domain/13650,0,CROCKETT EL," 2112 CROCKETT ST , HOUSTON TX 77007.0 "
482364005999,http://www.houstonisd.org/Domain/20266,0,CAGE EL," 4528 LEELAND ST , HOUSTON TX 77023.0 "
482364002547,http://www.houstonisd.org/Domain/22639,0,OSBORNE EL," 800 RINGOLD ST , HOUSTON TX 77088.0 "
482364002489,http://www.houstonisd.org/Domain/641,0,HIGHLAND HTS EL," 865 PAUL QUINN ST , HOUSTON TX 77091.0 "
482364012246,http://www.houstonisd.org/Domain/8382,0,NORTH HOUSTON EARLY COLLEGE H S," 8001 FULTON ST BLDG C , HOUSTON TX 77022.0 "
482364008617,http://www.houstonisd.org/kandy,0,KANDY STRIPE ACADEMY," 8701 DELILAH , HOUSTON TX 77033.0 "
482364012612,http://www.houstonisd.org/momentum,0,ADVANCED VIRTUAL ACADEMY," 1102 TELEPHONE RD , HOUSTON TX 77023.0 "
420086707435,http://www.howardgardnerschool.com/,0,Howard Gardner Multiple Intelligence CS," 1615 East Elm Street , Scranton PA 18505.0 "
480145013162,http://www.hpafortworth.com/,0,HIGH POINT ACADEMY," 1250 JIM WRIGHT FWY , WHITE SETTLEMENT TX 76108.0 "
450390101639,http://www.hpaspartanburg.com/,0,High Point Academy," 6655 Pottery Road , Spartanburg SC 29303.0 "
260101405502,http://www.hprenaissance.com/,0,Barber Elementary School," 45 EAST BUENA VISTA ST , HIGHLAND PARK MI 48203.0 "
480024109409,http://www.hsaaustin.org/,0,HARMONY SCIENCE ACADEMY - AUSTIN," 930 E RUNDBERG , AUSTIN TX 78753.0 "
170141206309,http://www.hsabelmont.org/,0,Horizon Science Acad-Belmont," 2456 N Mango Ave , Chicago IL 60639.0 "
390047005029,http://www.hsacms.org/,0,Horizon Science Academy-Cleveland Middle School," 6100 S Marginal Rd , Cleveland OH 44103.0 "
360004704413,http://www.hsacs.org/,0,HARBOR SCIENCE AND ARTS CHARTER SCHOOL," 132-142 E 111TH ST , NEW YORK NY 10029.0 "
480029212379,http://www.hsaeuless.org/,0,HARMONY SCIENCE ACADEMY - EULESS," 701 S INDUSTRIAL BLVD STE 115 , EULESS TX 76040.0 "
480026612090,http://www.hsalaredo.org/,0,HARMONY SCIENCE ACADEMY - LAREDO," 4401 SAN FRANCISCO AVE , LAREDO TX 78041.0 "
170141006254,http://www.hsamckinley.org/,0,Horizon Science Acad-McKinley Pk," 2245 W Pershing Rd , Chicago IL 60609.0 "
480027212534,http://www.hsaodessa.org/,0,HARMONY SCIENCE ACADEMY - ODESSA," 2755 N GRANDVIEW AVE , ODESSA TX 79762.0 "
480021012561,http://www.hsart.org/,0,HARMONY SCHOOL OF FINE ARTS AND TECHNOLOGY-HOUSTON," 9115 KIRBY DR , HOUSTON TX 77054.0 "
390004002939,http://www.hsas.org/,0,Horizon Science Acad Cleveland," 6000 S Marginal Rd , Cleveland OH 44103.0 "
170993006331,http://www.hsaswchicago.org/,0,Horizon Sci Acad - Southwest Chtr," 5401 S Western Ave , Chicago IL 60609.0 "
480140513062,http://www.hsawh.org/,0,HARMONY SCIENCE ACADEMY-KATY," 22400 GRAND CORNER DR , KATY TX 77494.0 "
480027213391,http://www.hseelpaso.org/,0,HARMONY SCHOOL OF EXCELLENCE - EL PASO," 9435 BETEL DR , EL PASO TX 79907.0 "
480027412284,http://www.hsendeavor.org/,0,HARMONY SCHOOL OF ENDEAVOR-HOUSTON," 5668 W LITTLE YORK RD , HOUSTON TX 77091.0 "
480021008804,http://www.hshigh.org/,0,HARMONY SCIENCE ACADEMY-HOUSTON," 9431 W SAM HOUSTON PKWY S , HOUSTON TX 77099.0 "
480024113063,http://www.hsiaustin.org/,0,HARMONY SCHOOL OF INNOVATION - AUSTIN," 2124 E ST ELMO RD A , AUSTIN TX 78744.0 "
480026613421,http://www.hsibrownsville.org/,0,HARMONY SCHOOL OF INNOVATION - BROWNSVILLE," 3451 DANA AVE , BROWNSVILLE TX 78526.0 "
480140513426,http://www.hsikaty.org/,0,HARMONY SCHOOL OF INNOVATION - KATY," 22400 GRAND CORNER DR BLDG B , KATY TX 77494.0 "
480026613147,http://www.hsilaredo.org/,0,HARMONY SCHOOL OF INNOVATION - LAREDO," 4608 DAUGHERTY AVE , LAREDO TX 78041.0 "
480026612580,http://www.hsisa.org/,0,HARMONY SCHOOL OF INNOVATION - SAN ANTONIO," 8125 GLEN MONT DR , SAN ANTONIO TX 78239.0 "
480029213499,http://www.hsiwaco.org/,0,HARMONY SCHOOL OF INNOVATION - WACO," 1100 S VALLEY MILLS DR , BEVERLY HILLS TX 76711.0 "
480024112787,http://www.hspaustin.org/,0,HARMONY SCHOOL OF POLITICAL SCIENCE & COMM-AUSTIN," 13415 FM 620 N , AUSTIN TX 78717.0 "
270016002955,http://www.hsra.org/,0,HIGH SCHOOL FOR RECORDING ARTS," 1166 UNIVERSITY AVE , SAINT PAUL MN 55104.0 "
480140512741,http://www.hsshigh.org/,0,HARMONY SCHOOL OF INNOVATION-SUGAR LAND," 13522 W AIRPORT BLVD , SUGAR LAND TX 79762.0 "
370011502562,http://www.hstsedu.org/,0,Haliwa-Saponi Tribal School," 130 Haliwa-Saponi Trail , Hollister NC 27844.0 "
62271010829,http://www.ht-la.org/,0,High Tech LA," 17111 Victory Blvd. , Van Nuys CA 91406.0 "
360004804457,http://www.htcsbronx.org/,0,HARRIET TUBMAN CHARTER SCHOOL," 3565 3RD AVE , BRONX NY 10456.0 "
60300010799,http://www.humboldt.k12.ca.us/fuentenueva,0,Fuente Nueva Charter," 1730 Janes Rd. , Arcata CA 95521.0 "
69100711584,http://www.humelakecharter.org/,0,Hume Lake Charter," 64144 Hume Lake Rd. , Hume CA 93628.0 "
40010802146,http://www.humsci.org/,1,Humanities and Science High School - Tempe," 1105 East Broadway Road , Tempe AZ 85282.0 "
40010803162,http://www.humsci.org/,1,Humanities and Sciences Academy Arizona," 1105 East Broadway Road , Tempe AZ 85282.0 "
40010701590,http://www.humsci.org/,1,Humanities and Sciences High School - Phoenix," 5201 N. 7th Street , Phoenix AZ 85014.0 "
40086903347,http://www.humsci.org/,1,International Charter School of Arizona-CLOSED,"1973 East Maryland, Phoenix, AZ 85016"
40010702650,http://www.humsci.org/,1,International Commerce High School - Phoenix," 5201 N. 7th Street , Phoenix AZ 85014.0 "
40010802145,http://www.humsci.org/,1,International Commerce High School - Tempe," 1105 E. Broadway Road , Tempe AZ 85282.0 "
410660000011,http://www.huntington.k12.or.us/,0,Huntington School," 520 3rd St E , Huntington OR 97907.0 "
260021108769,http://www.huronacademy.org/,1,Huron Academy (Grades 3-7)," 36301 Utica Road , Clinton Township MI 48035.0 "
260021101145,http://www.huronacademy.org/,1,Huron Academy (Grades K-2)," 11401 METROPOLITAN PKWY , STERLING HEIGHTS MI 48312.0 "
480015908364,http://www.hustonacademy.com/,0,HUSTON ACADEMY," 680 PEACH ORCHARD RD , STEPHENVILLE TX 76401.0 "
360103006230,http://www.hydebronxny.org,0,HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN," 330 ALABAMA AVE , BROOKLYN NY 11207.0 "
360016505889,http://www.hydebronxny.org/,0,HYDE LEADERSHIP CHARTER SCHOOL," 730 BRYANT AVE , BRONX NY 10474.0 "
220117000907,http://www.hynesschool.org/,0,Edward Hynes Charter School," 990 Harrison Avenue , New Orleans LA 70124.0 "
